task_id,task_name,task_url,notebook_url,crit1_correctness,crit2_problem_statement,crit3_documentation,crit4_model_coverage,crit5_discrimination,total_0_10,distinct_models,min_score,max_score,notes_crit1,notes_crit2,notes_crit3,notes_crit4,notes_crit5
4143,Baseline-Decision-20260516_060748,https://www.kaggle.com/benchmarks/tasks/hilarionhernandez/baseline-decision-20260313-053519,https://www.kaggle.com/code/hilarionhernandez/cmis-baseline-decision-benchmark,1,1,1,0,0,3,0,,,"Model graded vs 10 hardcoded labels, accuracy>=0.60. Genuine eval but tiny set + parser iterates a set (nondeterministic first-match) making label extraction fragile.","One line names classification task + run id; minimal motivation, no gap.",Markdown gives input/output/pass criterion/why + project links; lacks schema/scoring edge cases. Partial.,0 distinct models run,<=1 model -> 0
4179,describe_image_of_eggs,https://www.kaggle.com/benchmarks/tasks/walderbaratheon2/describe-image-of-eggs,https://www.kaggle.com/code/walderbaratheon2/new-benchmark-task-0e054,1,0,0,0,0,1,0,,,"Real VLM call; but verification is single keyword regex 'eggs' on one image — extremely fragile, does not grade description quality; genuine model output but trivial GT.",Task page description empty.,"No documentation; single code cell, no dataset/method/scoring prose.",0 distinct models run,<=1 model -> 0
4428,word_transformation_puzzle,https://www.kaggle.com/benchmarks/tasks/vanshikagupta2004/word-transformation-puzzle,https://www.kaggle.com/code/vanshikagupta2004/new-benchmark-task-be9dc,2,0,0,0,0,2,0,,,Model called; deterministic regex 'pmal' is the unambiguous correct answer (lamp len 4 even -> reverse). Tightly aligned to rule-following; single trivial item but no confound.,Empty description.,No documentation; only the inline prompt/assertion in code.,0 distinct models run,<=1 model -> 0
4431,consonant_repetition_puzzle,https://www.kaggle.com/benchmarks/tasks/vanshikagupta2004/consonant-repetition-puzzle,https://www.kaggle.com/code/vanshikagupta2004/new-benchmark-task-e8377,2,0,0,0,0,2,0,,,Grades real model output with deterministic verifiable ground truth ('dogdogdog' from stated rule). Case-insensitive regex robust enough; tightly aligned with claimed pattern-application capability.,Empty description; no problem statement.,No prose and no notebook markdown; dataset/method/scoring only inferable from code. Reader must reverse-engineer.,0 distinct models run,<=1 model -> 0
4474,multi_rule_chain,https://www.kaggle.com/benchmarks/tasks/vanshikagupta2004/multi-rule-chain,https://www.kaggle.com/code/vanshikagupta2004/new-benchmark-task-5fc37,0,0,0,0,0,0,0,,,"Ground truth is WRONG: automobile consonants=t,m,b,l->'tmbl', reversed='lbmt', but assertion expects regex 'lmtb'. Grades model against an incorrect answer.",Description is empty.,No documentation; no dataset; notebook is only the eval code with no markdown or scoring explanation.,0 distinct models run,<=1 model -> 0
4555,CCUE Task 3 - Epistemic Stability,https://www.kaggle.com/benchmarks/tasks/anthonymbadiweikeme/ccue-task-3-epistemic-stability,https://www.kaggle.com/code/anthonymbadiweikeme/code/deleted/112600900,2,2,1,0,0,5,0,,,"Real two-turn pushback; correct_answer is a passed verifiable GT, regex assertion enforces confidence, multi-criteria judge checks holding-firm-when-correct vs capitulation; tightly aligned to claim.","Prose specifically names the capability (confidence stability under social pressure), explains correct behavior (hold when right, update when wrong), situates in CCUE benchmark.","No notebook (0 chars); prose describes the idea but not dataset items, scoring thresholds, or judge protocol; reader must read code.",0 distinct models run,<=1 model -> 0
4600,identify_cup_ambiguity,https://www.kaggle.com/benchmarks/tasks/andrmagrini/identify-cup-ambiguity,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-a1b9e,2,0,1,0,0,3,0,,,"Model prompted, graded by 3-criterion LLM judge (ambiguity, regional variation, two volume equivalents); multi-dimensional rubric aligned to claimed capability.",Task page description empty.,Judge criteria documented in code; no prose dataset/method/metric narrative; partial.,0 distinct models run,<=1 model -> 0
4657,gym_logistics_planning,https://www.kaggle.com/benchmarks/tasks/samirasotelosamanamu/gym-logistics-planning,https://www.kaggle.com/code/samirasotelosamanamu/gym-logistics-planning,2,0,1,0,0,3,0,,,"Real model eval w/ schema-structured output; deterministic constraint checks (machine availability>=30, order, <=60min) form verifiable ground truth tightly aligned to planning capability.",Task page description empty -> 0.,Code-only notebook; Spanish comments explain schema fields but no methodology/scoring-edge-case doc and no separate prose. Partial.,0 distinct models run,<=1 model -> 0
4893,funcbench_states_benchmark,https://www.kaggle.com/benchmarks/tasks/johnbondurantjack/funcbench-states-benchmark,https://www.kaggle.com/code/johnbondurantjack/states,2,0,2,2,2,8,9,0.0,0.8,"Model probes hidden deterministic state machines via charged tool loop; scores 1.0 only if a run's emitted output exactly equals witness-computed target. Exact match, free reset deliberately isolates capability.",Task page description empty -> 0.,"Extensive module docstring documents idea, rules, why-free-reset rationale, ProblemSpec schema, per-machine step fns; comprehensive.",9 distinct models run,score gap 0.0->0.8 vs eps=0.05 (pass)
4933,attention_stroop_interference,https://www.kaggle.com/benchmarks/tasks/vikassahani9793/attention-stroop-interference,https://www.kaggle.com/code/vikassahani9793/new-benchmark-task-2b545,1,1,0,0,0,2,0,,,"Real model graded vs deterministic truth (count=4) via assert_integer_equals; but extract_integer takes FIRST int (m[0]), fragile if model emits a number mid-reasoning. Only scenario 0 run.",Names capability ('apply a formal rule despite distractors') with minimal motivation; no broader question or gap.,"No task-page docs; notebook code-only, one-line docstring; scoring/extraction logic must be reverse-engineered, no markdown.",0 distinct models run,<=1 model -> 0
5070,identify_missing_information,https://www.kaggle.com/benchmarks/tasks/andrmagrini/identify-missing-information,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-18cfd,2,0,1,0,0,3,0,,,Real model answers an under-specified meeting prompt; 4-criterion LLM judge rubric targets exactly the failure modes (guessing duration/end time/inference). Tightly aligned to missing-info recognition.,Description empty; intent only from function name/title.,No prose/dataset doc; eval code with explicit judge criteria documents scoring inline but nothing on task page.,0 distinct models run,<=1 model -> 0
5330,strict_context_adherence,https://www.kaggle.com/benchmarks/tasks/reynaldorosa/strict-context-adherence,https://www.kaggle.com/code/reynaldorosa/strict-context-adherence,2,1,1,0,0,4,0,,,Real output regex-checked vs fictional-context ground truth (Vortex-256/Murano/480/'not specified'). Deliberate fictional protocol minimizes training-knowledge confound.,'Does the model resist supplementing context with training knowledge?' names capability+implicit motivation; no gap vs existing evals.,Only code+docstring; method inferable from assertions but no dataset/scoring narrative or edge-case notes.,0 distinct models run,<=1 model -> 0
5371,Fluid_Learning: ConLang Syntax,https://www.kaggle.com/benchmarks/tasks/arjunaaditiyaas/fluid-learning-conlang-syntax,https://www.kaggle.com/code/arjunaaditiyaas/new-benchmark-task-e943d,1,1,1,0,0,3,0,,,Real model graded vs CSV expected_output via assert_in substring (lowercased); grounded but fragile match and title's grand 'inhibitory control' overstates simple translation.,Prose only restates fancy capability names (Counterfactual Syntax Acquisition); no real motivation or gap.,Dataset CSV path shown in code but no schema/provenance or markdown walkthrough; reader must read code.,0 distinct models run,<=1 model -> 0
5403,Christopher's Jewel - Solver (AGENTIC),https://www.kaggle.com/benchmarks/tasks/samvelkoch/christopher-s-jewel-universal-solver,https://www.kaggle.com/code/samvelkoch/cayley-christopher-s-jewel-test-agentic,2,0,0,2,2,6,6,4920.0,5050.0,"Model generates solver code, executed on 100 puzzles; deterministic verifiable check final_state==central_state via permutation engine. Tightly aligned w/ solver claim.",Task page description is empty.,"Notebook is code-only, no markdown; dataset schema, scoring (lower-better vs baseline) must be reverse-engineered from code.",6 distinct models run,score gap 4920.0->5050.0 vs eps=5.0 (pass)
5406,Christopher's Jewel - Solver (NAIVE),https://www.kaggle.com/benchmarks/tasks/samvelkoch/christopher-s-jewel-solver-naive,https://www.kaggle.com/code/samvelkoch/cayley-christopher-s-jewel-test-naive,2,0,2,2,2,8,22,4870.0,5050.0,"Extracts LLM-written solver, runs it in isolated process w/ timeout, verifies final_state==central_state deterministically over 100 puzzles vs baseline. Robust verifiable grading of model code.",Description empty.,"Code documents dataset paths, permutation semantics, timeout/isolation method, scoring (total_score/success_rate vs baseline) thoroughly via comments.",22 distinct models run,score gap 4870.0->5050.0 vs eps=5.0 (pass)
5537,CogFlex Semantic Override,https://www.kaggle.com/benchmarks/tasks/aabhaygirwalkar/cogflex-semantic-override,https://www.kaggle.com/code/aabhaygirwalkar/cogflex-semantic-override,1,1,1,0,0,3,0,,,"Real model graded vs deterministic gold, but verification is substring 'expected in response_lower'; one-word golds (no/yes/up/hot) cause false positives in explanatory text; fragile match","Names capability (inhibitory control/override) with Stroop motivation, but no broader question or gap addressed.","Generation code + brief comments; no markdown walkthrough, no scoring edge-case or metric doc.",0 distinct models run,<=1 model -> 0
5596,constrained_planning,https://www.kaggle.com/benchmarks/tasks/nathaliaaidar20/constrained-planning,https://www.kaggle.com/code/nathaliaaidar20/constrained-planning,1,0,0,0,0,1,0,,,Real model prompted; deterministic checks on forbidden words and sentence count. Measures instruction-following not a verifiable answer; regex sentence split fragile.,Empty description.,"No prose; cases only inline in code, no methodology/scoring documentation.",0 distinct models run,<=1 model -> 0
5706,blindspot_oracle,https://www.kaggle.com/benchmarks/tasks/prajwaldongre/blindspot-oracle,https://www.kaggle.com/code/prajwaldongre/blindspot-oracle-metacognition-benchmark,0,0,0,0,0,0,1,0.33999999999999997,0.33999999999999997,"Model is called/graded, but metric=abs(pred_acc-solve_acc), aggregate diff, not per-item calibration; predict GT=fixed is_trappy label, not model's own outcome. Claim/measure mismatch.",Task page description is empty; no problem statement at all.,"Empty task page; no markdown cells, no dataset provenance/schema or metric interpretation; only stray comments like 'metacognition!'. Must reverse-engineer.",1 distinct models run,<=1 model -> 0
5836,CatsAndDogsLogicP,https://www.kaggle.com/benchmarks/tasks/johnsonogutu/catsanddogslogicp,https://www.kaggle.com/code/johnsonogutu/new-benchmark-task-5b834,1,1,1,0,0,3,0,,,"Real model graded vs known answer ('no'), but verification is assert_in('no',response.lower()) which matches substrings ('none','cannot','nobody'), so check is fragile and trivially passable.",Prose states basic capability (reason through a simple logic puzzle) with minimal motivation; no broader question or gap.,One markdown cell restates the puzzle and expected format; no dataset/scoring/edge-case documentation.,0 distinct models run,<=1 model -> 0
5936,overhypothesis_induction_v6,https://www.kaggle.com/benchmarks/tasks/jonpaulcacioli/overhypothesis-induction-v6,https://www.kaggle.com/code/jonpaulcacioli/overhypothesis-induction-learning-cacioli-2026,1,1,2,2,2,8,21,0.6224,1.0,Real model graded via regex on A/B answer vs known. But returned SCORE is plain accuracy; claimed KEEP/WITHDRAW metacognition (meta_score) is computed but not the scored metric—claim/impl mismatch.,"Names capability (overhypothesis induction) + cites Kemp 2007, but no gap vs existing evals.","Extensive docstring: design, conditions, item counts, references, predicted discrimination; nonce vocab provenance clear.",21 distinct models run,score gap 0.6224->1.0 vs eps=0.05 (pass)
5943,MPT-Bench - 2026.3.22 - Part 4,https://www.kaggle.com/benchmarks/tasks/yearcakes/mpt-bench-2026-3-22-page-4,https://www.kaggle.com/code/yearcakes/mpt-bench-2026-3-22-part-4,1,0,1,2,2,6,38,0.0,15.0,"Real model graded, but pass requires judge score==15 on an open proof with NO reference solution; judge variance/no verifiable GT = strong confound.",Task page description empty.,"Inline judge prompt states 15pt rule; no markdown walkthrough, no source/methodology prose; one hardcoded problem.",38 distinct models run,score gap 0.0->15.0 vs eps=5.0 (pass)
6064,fictional_vs_retrieved_knowledge,https://www.kaggle.com/benchmarks/tasks/andrmagrini/fictional-vs-retrieved-knowledge,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-10d5a,2,0,1,0,0,3,0,,,"Real model output graded by separate judge_llm on 3 well-targeted criteria (no fake literature, label fiction, no hallucinated data); tightly aligned to honesty claim.",Task page description empty.,"Criteria self-document scoring in code; no markdown, dataset provenance, or methodology prose.",0 distinct models run,<=1 model -> 0
